feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,target
400.0,0.0,89.9,-4.299999999999937,-402.54,0.3238455349959773,1243.0,0.0032499620881333,0.2233318427982313,382466.0,1193.95,0.0752962854390887,402.5399999999998,0.0008045052292839,89.9,1.0,0
350.0,7.0,286.75,21.49000000000002,-343.03,0.2715442404006677,1198.0,0.0035402414338273,0.881466908487289,338395.0,743.4300000000001,0.3857121719597002,81.3275,0.003338898163606,71.6875,4.0,1
850.0,6.0,8452.729999999998,97.90000000000012,-785.6,0.1999999999999999,3928.0,0.0056654527097681,10.759585030549896,693325.0,3502.7699999999995,2.413155873779894,5.1346405228758165,0.0389511201629327,55.24660130718953,153.0,1
2400.0,12.0,6840.91,-74.95999999999995,-2421.0,0.8330960854092524,2810.0,0.0029523877567316,2.9222170012815045,951772.0,98454.00000000004,0.0694833120035752,43.35185185185183,0.0192170818505338,126.68351851851853,54.0,1
200.0,4.0,220.07,4.489999999999995,-195.51,0.152622950819672,1281.0,0.0052829535050602,1.1256201728811832,242478.0,9203.429999999998,0.0239117372544801,65.16999999999996,0.0023419203747072,73.35666666666667,3.0,1
150.0,3.0,874.86,19.2,-130.8,0.1537015276145711,851.0,0.0043731853336416,6.688532110091741,194595.0,3944.16,0.2218114883777534,26.160000000000007,0.0058754406580493,174.972,5.0,1
50.0,28.0,377.13,33.65,-16.35,0.15,109.0,0.0186516084873374,23.06605504587156,5844.0,14936.8,0.0252483798403941,4.0875,0.036697247706422,94.2825,4.0,1
825.0,31.0,10042.489999999998,72.52000000000005,-752.48,0.16,4703.0,0.0336050990003501,13.345856368275566,139949.0,14475.929999999997,0.6937371208620103,7.166476190476191,0.022326174782054,95.64276190476188,105.0,0
300.0,3.0,576.34,21.00000000000002,-278.99999999999994,0.1499999999999999,1860.0,0.0068256379769689,2.06573476702509,272502.0,77.5,7.436645161290323,46.49999999999999,0.0032258064516129,96.05666666666669,6.0,1
0.0,20.0,416.44000000000005,-0.8500000000001364,-270.55000000000007,0.2105349794238683,1215.0,0.012746805430244,1.6279906176700545,95318.0,211.96,1.9647103227023968,63.95000000000002,0.0032921810699588,104.11,4.0,1
0.0,13.0,188.55,-0.9500000000000176,-59.99999999999999,0.5094827586206897,116.0,0.0030702450902546,3.1903553299492384,37782.0,189.91,0.9928387130746144,19.700000000000003,0.0258620689655172,62.85,3.0,1
300.0,2.0,180.49,-2.800000000000024,-336.29999999999995,0.2999999999999999,1116.0,0.0039435465062863,0.5390979689366787,282994.0,4167.32,0.0433108088651699,334.79999999999995,0.0008960573476702,180.49,1.0,1
100.0,2.0,57.27,-3.269999999999995,-127.77000000000002,0.4096116504854368,309.0,0.0046215973676338,0.4524768902583551,66860.0,699.23,0.0819043805328718,126.57,0.0032362459546925,57.27,1.0,1
50.0,1.0,0.0,43.7,-6.300000000000001,0.15,42.0,0.0033057851239669,0.0,12705.0,1737.3000000000002,0.0,0.0,0.0,0.0,0.0,1
0.0,30.0,0.0,149.97999999999996,-0.26,0.26,1.0,0.0045454545454545,0.0,220.0,3798.26,0.0,0.0,0.0,0.0,0.0,1
250.0,16.0,849.48,-13.380000000000264,-249.11,0.1500312304809494,1601.0,0.0336995874379051,3.536552872606161,47508.0,8481.619999999999,0.1001553948420231,21.83636363636364,0.0068707058088694,77.22545454545455,11.0,0
450.0,3.0,1157.66,304.1999999999998,-158.1,0.1499999999999999,1030.0,0.0084755525566545,7.492944983818772,121526.0,10547.679999999998,0.1097549413709934,10.3,0.0145631067961165,77.17733333333334,15.0,0
150.0,3.0,4824.609999999999,21.159999999999982,-265.09000000000003,0.523893280632411,506.0,0.0047786791579702,18.199894375495116,105887.0,41746.61999999999,0.115568877192932,18.935,0.0276679841897233,344.6149999999999,14.0,1
700.0,14.0,1573.26,-24.720000000000013,-762.9100000000001,0.6919805825242716,1030.0,0.005273532498784,2.2073406852428663,195315.0,31622.91,0.0497506396470154,37.51263157894736,0.0184466019417475,82.80315789473684,19.0,0
300.0,18.0,0.0,-0.6500000000000341,-300.5,0.5,601.0,0.0013751696080652,0.0,437037.0,119.92,0.0,0.0,0.0,0.0,0.0,1
800.0,18.0,3113.85,53.44999999999992,-770.35,0.2805492424242424,2640.0,0.008406144127162,4.2042125160332136,314056.0,10170.1,0.3061769304136636,22.443939393939395,0.0125,94.35909090909092,33.0,0
635.0899999999999,23.0,346.79,-6.360000000000049,-641.45,1.8274928774928771,351.0,0.0016887990762124,0.5406344999610259,207840.0,567.59,0.6109868038548952,641.4499999999999,0.0028490028490028,346.79,1.0,0
1550.0,4.0,3962.49,27.649999999999977,-1547.0,1.0,1497.0,0.0009804236189747,2.6469539078156314,1526891.0,3826.69,1.0354875884903143,136.0909090909091,0.0073480293921175,360.22636363636366,11.0,0
750.0,8.0,489.75,43.65000000000006,-712.4,0.5743744955609362,1239.0,0.004467972319487,0.6881894189559474,277307.0,1923.8200000000008,0.2545716335208074,101.66428571428573,0.0056497175141242,69.96428571428571,7.0,0
1550.0,14.0,10685.14,-8.49999999999999,-1556.1500000000003,0.629264214046823,2392.0,0.0059399351374975,7.098817432899281,402698.0,15175.61,0.7040995386676384,22.135294117647067,0.0284280936454849,157.1344117647059,68.0,1
200.0,0.0,192.08,-0.8699999999999974,-200.87,0.826625514403292,243.0,0.00412830009174,0.9562403544581074,58862.0,2505.33,0.0766685426670338,66.95666666666665,0.0123456790123456,64.02666666666666,3.0,1
600.0,12.0,80.22,33.449999999999946,-567.04,0.2166755827283145,2617.0,0.0028758589389542,0.1414715011286683,909989.0,4270.19,0.0187860493326994,283.51999999999964,0.0007642338555598,40.11,2.0,1
100.0,2.0,88.79,-9.200000000000024,-100.20000000000002,0.3,334.0,0.0027222638802855,0.8861277445109782,122692.0,619.7299999999999,0.1432720700950414,100.2,0.0029940119760479,88.79,1.0,0
50.0,1.0,0.0,-2.740000000000109,-65.07,0.1831976744186046,344.0,0.0111103933854402,0.0,30962.0,100.18,0.0,0.0,0.0,0.0,0.0,1
350.0,25.0,483.44,0.340000000000014,-504.62,0.1642924211938296,2982.0,0.0129084203418004,0.986773350751143,231012.0,1201.33,0.402420650445756,61.24,0.0026827632461435,60.43,8.0,0
50.0,14.0,0.0,42.5,-7.5,0.15,50.0,0.0099108027750247,0.0,5045.0,79.99,0.0,0.0,0.0,0.0,0.0,0
200.0,4.0,442.97,43.27999999999992,-236.6,1.7789473684210526,133.0,0.0036846187943262,1.872231614539307,36096.0,5559.17,0.0796827583973866,118.3,0.0150375939849624,221.485,2.0,0
200.0,10.0,3058.64,197.6,-49.2,0.3514285714285714,140.0,0.3090507726269316,62.16747967479675,453.0,5761.349999999999,0.5308894616713098,3.28,0.1071428571428571,203.9093333333333,15.0,0
50.0,3.0,0.0,44.45000000000001,-25.05,0.15,153.0,0.0059068797776233,0.0,25902.0,522.59,0.0,0.0,0.0,0.0,0.0,1
150.0,3.0,530.7199999999999,2.819999999999994,-177.67999999999998,0.1681708542713567,995.0,0.004214922945278,3.1716966473435724,236066.0,6468.249999999998,0.0820500135276156,55.77666666666666,0.0030150753768844,176.90666666666664,3.0,1
0.0,0.0,0.0,-0.9000000000000412,-187.55,2.259638554216868,83.0,0.001981852913085,0.0,41880.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400.0,23.0,1135.7400000000002,115.83000000000052,-394.56,0.1703186162949478,2197.0,0.006173689460891,3.0351960234105646,355865.0,3180.79,0.3570622392550279,18.709500000000016,0.0091033227127901,56.78700000000001,20.0,0
600.0,12.0,1110.75,45.6,-627.1,0.6552769070010448,957.0,0.004934337731442,1.771248604688248,193947.0,3063.82,0.3625376164396081,28.50454545454545,0.0229885057471264,50.48863636363637,22.0,0
250.0,23.0,0.0,2.009999999999991,-247.99,0.3061604938271604,810.0,0.0055365686944634,0.0,146300.0,489.71,0.0,0.0,0.0,0.0,0.0,0
200.0,1.0,120.25,25.00000000000005,-259.95,0.1499999999999999,1669.0,0.0258699527241726,0.4803275414419813,64515.0,1441.7100000000005,0.0834078975660847,125.17499999999998,0.0011983223487118,60.125,2.0,0
0.0,0.0,0.0,6.9388939039072276e-15,-13.249999999999998,0.1684210526315789,76.0,0.015267175572519,0.0,4978.0,406.74,0.0,0.0,0.0,0.0,0.0,1
1300.0,26.0,2757.6500000000005,0.8800000000003338,-1318.95,0.7848457350272233,1653.0,0.0067075150137964,2.1256021890777355,246440.0,42129.62000000001,0.0654563226537528,51.894000000000005,0.0151240169388989,110.30600000000004,25.0,0
100.0,4.0,0.0,-2.6000000000000014,-102.6,1.152808988764045,89.0,0.0020779342065326,0.0,42831.0,484.13000000000005,0.0,0.0,0.0,0.0,0.0,0
1000.0,28.0,5540.6,-5.200000000000028,-1026.5,0.563517359134889,1757.0,0.0096295078373342,5.5960004039995965,182460.0,19149.73,0.2893304500898968,141.44285714285715,0.0039840637450199,791.5142857142857,7.0,0
0.0,0.0,0.0,30.000000000000018,-1.7999999999999996,0.1499999999999999,12.0,0.0098119378577269,0.0,1223.0,262.89,0.0,0.0,0.0,0.0,0.0,1
50.0,1.0,0.0,-0.1000000000000005,-50.1,0.496039603960396,101.0,0.0097764011228341,0.0,10331.0,447.0,0.0,0.0,0.0,0.0,0.0,1
680.0,21.0,0.0,26.130000000000017,-673.5600000000001,1.1553344768439109,583.0,0.0022662338924413,0.0,257255.0,10936.79,0.0,0.0,0.0,0.0,0.0,0
100.0,1.0,181.35,-0.8399999999999799,-209.43,0.2773907284768211,755.0,0.0052466261761476,0.8659217877094972,143902.0,76.99,2.3555007143784907,209.43,0.0013245033112582,181.35,1.0,0
50.0,29.0,95.9,1.8500000000000387,-83.24999999999999,0.1499999999999999,530.0,0.0060608139787528,1.2062893081761008,87447.0,138.37,0.6930693069306931,79.49999999999999,0.0018867924528301,95.9,1.0,1
2100.0,18.0,5875.1,144.00000000000023,-2444.0,1.0,2367.0,0.0169030378336689,2.482087029995776,140034.0,34511.2,0.1702374881197988,473.4,0.002112378538234,1175.02,5.0,0
50.0,1.0,71.06,3.65,-46.35,0.15,309.0,0.0023574289528895,1.5331175836030202,131075.0,99.9,0.7113113113113113,46.35000000000001,0.0032362459546925,71.06,1.0,1
850.0,20.0,259.67,-8.69999999999996,-855.6999999999999,0.6818326693227093,1255.0,0.0034260692475478,0.303459156246348,366309.0,841.0699999999999,0.3087376793845934,427.85,0.0015936254980079,129.835,2.0,1
1300.0,2.0,1517.1900000000005,-8.859999999999996,-1344.1,0.3473422818791946,3725.0,0.0048494332346956,1.1726166093442056,768131.0,299.46,5.06641955519936,143.7611111111111,0.0024161073825503,168.5766666666667,9.0,1
300.0,0.0,0.0,9.18999999999999,-290.81,1.1540079365079363,252.0,0.0036713286713286,0.0,68640.0,34384.21,0.0,0.0,0.0,0.0,0.0,1
3225.0,5.0,9913.420000000002,75.22000000000017,-3186.7900000000004,0.7550327590390682,4121.0,0.002738831998809,3.186068410954238,1504656.0,62793.920000000006,0.1578722908205125,50.18532258064516,0.0150448920165008,159.89387096774198,62.0,0
2100.0,18.0,1032.35,179.74999999999994,-1919.2,1.3272475795297372,1446.0,0.0018509889862315,0.5379064193413924,781204.0,7241.19,0.1425663461392395,274.1714285714285,0.0048409405255878,147.47857142857146,7.0,1
50.0,1.0,845.0,47.0,-3.0,0.3,10.0,0.0177619893428063,281.6666666666667,563.0,8429.390000000001,0.1002445016780573,3.0,0.1,845.0,1.0,0
300.0,22.0,306.11,-1.6399999999999952,-305.77,0.2315320566194837,1201.0,0.0136481925520188,1.100837918509728,87997.0,1258.02,0.2433268151539721,69.5175,0.0033305578684429,76.5275,4.0,1
150.0,7.0,2423.4,-41.41,-191.41,0.4482669789227166,427.0,0.0054914670061859,12.66078052348362,77757.0,20296.29,0.119401131931008,11.963125000000002,0.0374707259953161,151.4625,16.0,1
100.0,30.0,2837.19,3.2099999999999493,-129.17999999999998,0.2371939736346515,531.0,0.0447874493927125,22.526319968241367,11856.0,9274.96,0.305897815192734,6.297499999999999,0.0376647834274952,141.8595,20.0,0
50.0,1.0,47.3,-0.4000000000000057,-50.4,0.3,168.0,0.0530470476791916,0.9384920634920636,3167.0,234.61,0.2016111845189889,50.4,0.0059523809523809,47.3,1.0,1
50.0,27.0,0.0,47.9,-2.1,0.1909090909090909,11.0,0.0088,0.0,1250.0,816.6899999999999,0.0,0.0,0.0,0.0,0.0,1
500.0,30.0,169.86,239.6,-260.40000000000003,0.3187270501835986,817.0,0.0086380985610217,0.6523041474654376,94581.0,1080.67,0.1571802677968297,130.20000000000002,0.0024479804161566,84.92999999999999,2.0,1
50.0,1.0,0.0,18.45,-31.55,0.3231182795698925,93.0,0.0027191392316238,0.0,34202.0,371.96,0.0,0.0,0.0,0.0,0.0,1
100.0,2.0,0.0,21.62000000000005,-77.63000000000001,0.1634599156118143,474.0,0.0084335634474414,0.0,56204.0,537.6800000000001,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,324.3500000000001,-12.3,0.3,41.0,0.0072720822986874,0.0,5638.0,297.32,0.0,0.0,0.0,0.0,0.0,1
350.0,1.0,410.04,39.46999999999994,-310.53,0.285939226519337,1086.0,0.0044060370009737,1.3204521302289631,246480.0,1071.28,0.3827570756478231,62.106,0.0046040515653775,82.008,5.0,1
50.0,1.0,894.6,19.15000000000001,-66.44999999999999,0.1499999999999999,443.0,0.0072754146822138,13.462753950338604,60890.0,2785.9800000000005,0.3211078327913337,16.612499999999997,0.0090293453724604,223.65,4.0,1
150.0,17.0,0.0,0.0,-150.0,3.0,50.0,0.0038118472211633,0.0,13117.0,112.85,0.0,0.0,0.0,0.0,0.0,1
950.0,13.0,1156.72,32.93999999999999,-917.06,1.3310014513788104,689.0,0.0017788173575397,1.2613351361961045,387336.0,11282.569999999996,0.1025227408294387,70.54307692307695,0.0188679245283018,88.97846153846154,13.0,0
1000.0,9.0,1897.88,83.66999999999959,-1072.9,0.3821765988372093,2752.0,0.0046688144570382,1.8044972664606609,589443.0,257.0,7.384747081712063,116.86111111111111,0.0032703488372093,210.8755555555556,9.0,1
0.0,27.0,103.79,16.59999999999994,-4.199999999999999,0.1760869565217391,23.0,0.0271546635182998,25.62716049382716,847.0,469.16,0.2212251683860516,4.05,0.0434782608695652,103.79,1.0,0
50.0,1.0,0.0,-0.1799999999999961,-50.18000000000001,0.3772932330827068,133.0,0.0027297729978243,0.0,48722.0,49.99,0.0,0.0,0.0,0.0,0.0,1
2000.0,31.0,2801.05,89.29999999999997,-2066.6000000000004,0.5708938229433533,3513.0,0.0058171979089218,1.3966492981975018,603899.0,24051.69,0.1164595918207826,51.42435897435899,0.0111016225448334,71.82179487179488,39.0,1
500.0,4.0,985.37,24.05000000000002,-475.9500000000001,0.6988986784140969,681.0,0.0042354960692606,2.070322512868999,160784.0,2488.4700000000003,0.3959742331633493,31.73,0.0220264317180616,65.69133333333333,15.0,1
300.0,3.0,95.98,-4.310000000000002,-304.31,1.311681034482759,232.0,0.0031443983627443,0.3154020571128125,73782.0,889.64,0.1078863360460411,152.15500000000003,0.0086206896551724,47.99,2.0,0
50.0,1.0,0.0,-1.0000000000000329,-50.1,0.15,334.0,0.0085039209695488,0.0,39276.0,222.9,0.0,0.0,0.0,0.0,0.0,1
50.0,16.0,0.0,-0.2000000000000241,-100.2,0.3,332.0,0.0046598453268207,0.0,71247.0,415.0,0.0,0.0,0.0,0.0,0.0,1
100.0,2.0,130.57,25.74999999999996,-91.80000000000004,0.3,278.0,0.0032200150576243,1.565587529976019,86335.0,2286.46,0.0571057442509381,41.7,0.0071942446043165,65.285,2.0,1
150.0,1.0,1148.53,78.59999999999988,-201.45,0.15,1301.0,0.0114958779192549,5.885370228029719,113171.0,17813.45,0.0644754385029289,27.87857142857144,0.005380476556495,164.07571428571427,7.0,0
1550.0,30.0,1588.38,68.18000000000002,-1485.4699999999998,0.5193951048951049,2860.0,0.0054213795704978,1.0692777370125282,527541.0,9275.38,0.1712468923106115,92.841875,0.0055944055944055,99.27375,16.0,0
0.0,6.0,79.89,320.70000000000005,-26.100000000000005,0.3,87.0,0.0167727009832273,3.060919540229885,5187.0,4818.969999999999,0.016578231447799,26.1,0.0114942528735632,79.89,1.0,1
0.0,0.0,1074.85,238.00000000000009,-35.1,0.15,223.0,0.0152572523262178,32.133034379671145,14616.0,0.0,0.0,2.7875,0.0538116591928251,89.57083333333333,12.0,1
100.0,2.0,0.0,-0.4000000000000439,-100.2,0.15,668.0,0.0045818386342279,0.0,145793.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,29.0,114.99,37.7,-12.3,0.15,82.0,0.1129476584022038,9.348780487804875,726.0,4502.099999999999,0.0255414140067968,12.3,0.0121951219512195,114.99,1.0,1
450.0,19.0,87.77,-16.659999999999968,-457.0,0.9785867237687365,467.0,0.0042273537851562,0.1920568927789934,110471.0,889.8500000000001,0.098634601337304,228.5,0.0042826552462526,43.885,2.0,0
350.0,19.0,179.9,-5.119999999999973,-351.14,0.15795771479982,2223.0,0.0037604032749171,0.5123312638833514,591160.0,261.59000000000003,0.6877174203906876,351.14,0.0004498425551057,179.9,1.0,1
650.0,4.0,84.89,-3.8500000000000014,-653.85,0.2976103777878925,2197.0,0.0037256926956412,0.1298310009941118,589689.0,0.0,0.0,653.8499999999999,0.0004551661356395,84.89,1.0,1
600.0,12.0,0.0,-8.970000000000006,-608.97,0.661923913043478,920.0,0.0019678386714522,0.0,467518.0,625.29,0.0,0.0,0.0,0.0,0.0,1
50.0,22.0,0.0,43.90000000000003,-11.400000000000002,0.3,38.0,0.1027027027027027,0.0,370.0,338.39,0.0,0.0,0.0,0.0,0.0,0
150.0,1.0,0.0,20.99999999999992,-179.4,0.3000000000000001,577.0,0.2113553113553113,0.0,2730.0,2473.2600000000007,0.0,0.0,0.0,0.0,0.0,0
50.0,7.0,0.0,-0.0799999999999983,-50.08,0.3602877697841727,139.0,0.0022755549734791,0.0,61084.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6600.0,22.0,39673.4,18.32000000000039,-6533.759999999998,0.5752987178321362,10997.0,0.0047556198652322,6.270927644723198,2312422.0,237182.78000000003,0.1672693101919119,46.518823529411776,0.0123670091843229,291.71617647058827,136.0,0
100.0,12.0,159.51,8.869999999999997,-91.12999999999998,0.867904761904762,105.0,0.0035404794820784,1.7503566333808842,29657.0,1009.67,0.1579823110521259,45.565000000000005,0.019047619047619,79.755,2.0,1
150.0,3.0,922.52,29.499999999999982,-123.45000000000002,0.1695190947666195,707.0,0.0121498539267915,7.697288277012931,58190.0,3130.55,0.2946830429157815,19.975000000000005,0.0084865629420084,153.75333333333333,6.0,0
400.0,8.0,882.61,3.700000000000003,-414.4000000000001,0.4000000000000001,977.0,0.0045084331233704,2.2584698055271235,216705.0,3742.4,0.2358406370243694,65.13333333333334,0.0061412487205731,147.10166666666666,6.0,0
1250.0,19.0,8270.87,3.099999999999973,-1296.9,0.5650980392156862,2295.0,0.0043979671618451,6.3774153751253,521832.0,59018.810000000005,0.1401395588965619,14.09673913043478,0.0400871459694989,89.90076086956523,92.0,1
500.0,25.0,0.0,16.040000000000013,-530.16,0.7078237650200266,749.0,0.0101589626736111,0.0,73728.0,7705.869999999999,0.0,0.0,0.0,0.0,0.0,0
430.0,0.0,240.72,188.90000000000003,-241.1,0.578177458033573,417.0,0.0025295263052537,0.9984238905018664,164853.0,6051.58,0.0397780414371122,60.27499999999999,0.0095923261390887,60.18,4.0,0
50.0,11.0,0.0,-0.6499999999999986,-50.65,0.8169354838709678,62.0,0.0028501815841493,0.0,21753.0,562.2,0.0,0.0,0.0,0.0,0.0,0
400.0,31.0,243.0,-6.530000000000001,-406.53,1.4365017667844522,283.0,0.0017595234986539,0.5977418640690725,160839.0,1481.68,0.1640030235948383,406.53,0.0035335689045936,243.0,1.0,1
250.0,8.0,448.34,-1.480000000000004,-251.48,0.5917176470588235,425.0,0.0038476511221561,1.7828057897248295,110457.0,2600.16,0.1724278505938096,125.73999999999998,0.0047058823529411,224.17,2.0,1
50.0,9.0,0.0,46.4,-3.6,0.1499999999999999,24.0,0.0370942812982998,0.0,647.0,592.0,0.0,0.0,0.0,0.0,0.0,0
100.0,2.0,567.63,21.40000000000002,-111.95,0.1579268292682926,656.0,0.0072431763978447,5.479054054054053,90568.0,149.9,3.786724482988659,34.53333333333334,0.0045731707317073,189.21,3.0,1
50.0,1.0,155.0,11.499999999999991,-46.2,0.15,291.0,0.0044742385338027,3.550973654066438,65039.0,1383.96,0.1119974565738894,14.55,0.0103092783505154,51.66666666666666,3.0,1
850.0,5.0,2079.3,363.2000000000001,-486.8,0.366566265060241,1328.0,0.0043344582906306,4.271364009860312,306382.0,7073.629999999999,0.2939509134631017,32.45333333333334,0.0112951807228915,138.62,15.0,0
1550.0,1.0,1942.1500000000003,15.09999999999996,-1557.4499999999996,0.4729839974898022,3187.0,0.002097596484831,1.2884105081597457,1519358.0,9924.27,0.1956970134831075,65.53913043478259,0.007216818324443,84.4413043478261,23.0,0
50.0,18.0,0.0,43.81,-6.19,0.1875757575757575,33.0,0.0155586987270155,0.0,2121.0,212.59,0.0,0.0,0.0,0.0,0.0,0
